,index,promptID,pairID,genre,sentence1_binary_parse,sentence2_binary_parse,sentence1_parse,sentence2_parse,sentence1,sentence2,label1,gold_label
295,157855,83049,83049c,telephone,( ( military strategy ) ( and ( ( and ( weaponry ( ( ( and and ) ( all ( ( ( that kind ) ( of ( ( stuff and ) i ) ) ) ( thought ( ( the generals ) ( ( were ( very interesting ) ) ( now ( when ( they ( started ( to ( speculate ( i i ) ) ) ) ) ) ) ) ) ) ) ) ) ( saw ( that ( ( ( ( for ( what ( it ( ( was and ) ( thought ( ( all ( of ( these guys ) ) ) ( ( do n't ) ( know ( what ( 's ( going ( on ( but ( i ( thought ( they ( were they ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ( they ( were interesting ) ) ) and ) ( and ( they ( ( shed ( some light ) ) ( on ( what ( was ( going on ) ) ) ) ) ) ) ) ) ) ) ) ) ( for me ) ) ) ),( ( The generals ) ( ( were ( talking ( about weaponry ) ) ) . ) ),(ROOT (UCP (NP (JJ military) (NN strategy)) (CC and) (PRN (CC and) (ADJP (RB weaponry) (SBAR (S (NP (NP (NNP and)) (CC and) (NP (NP (DT all)) (SBAR (WHNP (WHNP (WDT that) (NN kind)) (PP (IN of) (NP (FW stuff) (CC and) (FW i)))) (S (VP (VBD thought) (SBAR (S (NP (DT the) (NNS generals)) (VP (VBD were) (ADJP (RB very) (JJ interesting)) (SBAR (ADVP (RB now)) (WHADVP (WRB when)) (S (NP (PRP they)) (VP (VBD started) (S (VP (TO to) (VP (VB speculate) (NP (FW i) (FW i)))))))))))))))) (VP (VBD saw) (SBAR (IN that) (S (S (PP (IN for) (SBAR (WHNP (WP what)) (S (NP (PRP it)) (VP (VP (VBD was)) (CC and) (VP (VBD thought) (SBAR (S (NP (NP (DT all)) (PP (IN of) (NP (DT these) (NNS guys)))) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP what)) (S (VP (VBZ 's) (VP (VBG going) (PP (IN on) (SBAR (CC but) (S (NP (FW i)) (VP (VBD thought) (SBAR (S (NP (PRP they)) (VP (VBD were) (NP (PRP they)))))))))))))))))))))) (NP (PRP they)) (VP (VBD were) (ADJP (JJ interesting)))) (CC and) (S (CC and) (NP (PRP they)) (VP (VBD shed) (NP (DT some) (NN light)) (PP (IN on) (SBAR (WHNP (WP what)) (S (VP (VBD was) (VP (VBG going) (PRT (RP on)))))))))))))))) (PP (IN for) (NP (PRP me))))),(ROOT (S (NP (DT The) (NNS generals)) (VP (VBD were) (VP (VBG talking) (PP (IN about) (NP (NN weaponry))))) (. .))),military strategy and and weaponry and and all that kind of stuff and i thought the generals were very interesting now when they started to speculate i i saw that for what it was and thought all of these guys don't know what's going on but i thought they were they they were interesting and and they shed some light on what was going on for me,The generals were talking about weaponry.,contradiction,contradiction
208,350601,130111,130111c,slate,( ( The ( correction modification ) ) ( ( seems ( to ( have ( no effect ) ) ) ) . ) ),( ( The modification ) ( ( ( had ( no effect ) ) ( because ( it ( was ( the ( wrong one ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN correction) (NN modification)) (VP (VBZ seems) (S (VP (TO to) (VP (VB have) (NP (DT no) (NN effect)))))) (. .))),(ROOT (S (NP (DT The) (NN modification)) (VP (VBD had) (NP (DT no) (NN effect)) (SBAR (IN because) (S (NP (PRP it)) (VP (VBD was) (NP (DT the) (JJ wrong) (NN one)))))) (. .))),The correction modification seems to have no effect.,The modification had no effect because it was the wrong one.,contradiction,contradiction
67,149834,121307,121307e,slate,( ( My guess ) ( ( is ( that ( Cassidy ( reached ( the ( same conclusion ) ) ) ) ) ) . ) ),( Cassidy ( probably ( never ( ( found ( the ( same conclusion ) ) ) . ) ) ) ),(ROOT (S (NP (PRP$ My) (NN guess)) (VP (VBZ is) (SBAR (IN that) (S (NP (NNP Cassidy)) (VP (VBD reached) (NP (DT the) (JJ same) (NN conclusion)))))) (. .))),(ROOT (S (NP (NNP Cassidy)) (ADVP (RB probably)) (ADVP (RB never)) (VP (VBD found) (NP (DT the) (JJ same) (NN conclusion))) (. .))),My guess is that Cassidy reached the same conclusion.,Cassidy probably never found the same conclusion.,entailment,entailment
452,37231,109710,109710n,travel,"( ( No ( trace ( remains ( of ( the prison ) ) ) ) ) ( ( ( stormed ( in ( ( ( 1789 ; ) ( ( even ( the column ) ) ( in ( the center ) ) ) ) commemorates ) ) ) ( ( ( a ( later revolution ) ) , ) ( that ( of 1830 ) ) ) ) . ) )",( There ( ( is ( ( no evidence ) ( of ( ( the ( prison existing ) ) ( that ( was ( stormed ( in 1789 ) ) ) ) ) ) ) ) . ) ),"(ROOT (SINV (S (INTJ (UH No)) (VP (VB trace) (NP (NP (NNS remains)) (PP (IN of) (NP (DT the) (NN prison)))))) (VP (VBD stormed) (PP (IN in) (NP (NP (CD 1789)) (: ;) (ADVP (RB even) (NP (DT the) (NN column)) (PP (IN in) (NP (DT the) (NN center)))) (NP (NNS commemorates))))) (NP (NP (DT a) (JJ later) (NN revolution)) (, ,) (NP (NP (DT that)) (PP (IN of) (NP (CD 1830))))) (. .)))",(ROOT (S (NP (EX There)) (VP (VBZ is) (NP (NP (DT no) (NN evidence)) (PP (IN of) (NP (NP (DT the) (NN prison) (VBG existing)) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (VP (VBN stormed) (PP (IN in) (NP (CD 1789))))))))))) (. .))),"No trace remains of the prison stormed in 1789; even the column in the center commemorates a later revolution, that of 1830.",There is no evidence of the prison existing that was stormed in 1789.,neutral,neutral
111,379576,126793,126793c,government,( ( ( The ( increased output ) ) ( resulting ( from ( ( a ( given level ) ) ( of ( ( saving and ) investment ) ) ) ) ) ) ( ( depends ( on ( ( ( the ( investment choices ) ) ( ( available and ) selected ) ) ( in ( each country ) ) ) ) ) . ) ),( ( The ( increased output ) ) ( ( ( results ( from ( ( a ( certain level ) ) ( of ( ( saving and ) investment ) ) ) ) ) ( into ( new technologies ) ) ) . ) ),(ROOT (S (NP (NP (DT The) (VBN increased) (NN output)) (VP (VBG resulting) (PP (IN from) (NP (NP (DT a) (VBN given) (NN level)) (PP (IN of) (NP (NN saving) (CC and) (NN investment))))))) (VP (VBZ depends) (PP (IN on) (NP (NP (DT the) (NN investment) (NNS choices)) (ADJP (JJ available) (CC and) (VBN selected)) (PP (IN in) (NP (DT each) (NN country)))))) (. .))),(ROOT (S (NP (DT The) (VBN increased) (NN output)) (VP (VBZ results) (PP (IN from) (NP (NP (DT a) (JJ certain) (NN level)) (PP (IN of) (NP (NN saving) (CC and) (NN investment))))) (PP (IN into) (NP (JJ new) (NNS technologies)))) (. .))),The increased output resulting from a given level of saving and investment depends on the investment choices available and selected in each country.,The increased output results from a certain level of saving and investment into new technologies.,contradiction,contradiction
231,380653,18924,18924e,slate,"( ( ( The difference ) ( is ( ( that whereas ) ( ( campaign finance ) ( is ( an ( ( immensely complicated ) ( problem ( that ( ( can only ) ( be ( fixed ( with ( changes ( in ( the law ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ( , ( ( ( the ( Augean stables ) ) ( of ( K Street ) ) ) ( ( could ( be ( ( cleaned up ) ( ( pretty easily ) ( if ( anyone cared ) ) ) ) ) ) . ) ) ) )",( ( Campaign ( finance laws ) ) ( ( must ( be ( changed ( by Congress ) ) ) ) . ) ),"(ROOT (S (S (NP (DT The) (NN difference)) (VP (VBZ is) (SBAR (IN that) (IN whereas) (S (NP (NN campaign) (NN finance)) (VP (VBZ is) (NP (DT an) (ADJP (RB immensely) (VBN complicated)) (NN problem) (SBAR (WHNP (WDT that)) (S (VP (MD can) (ADVP (RB only)) (VP (VB be) (VP (VBN fixed) (PP (IN with) (NP (NP (NNS changes)) (PP (IN in) (NP (DT the) (NN law)))))))))))))))) (, ,) (NP (NP (DT the) (JJ Augean) (NNS stables)) (PP (IN of) (NP (NNP K) (NNP Street)))) (VP (MD could) (VP (VB be) (VP (VBN cleaned) (PRT (RP up)) (ADVP (ADVP (RB pretty) (RB easily)) (SBAR (IN if) (S (NP (NN anyone)) (VP (VBD cared)))))))) (. .)))",(ROOT (S (NP (NNP Campaign) (NN finance) (NNS laws)) (VP (MD must) (VP (VB be) (VP (VBN changed) (PP (IN by) (NP (NNP Congress)))))) (. .))),"The difference is that whereas campaign finance is an immensely complicated problem that can only be fixed with changes in the law, the Augean stables of K Street could be cleaned up pretty easily if anyone cared.",Campaign finance laws must be changed by Congress.,entailment,entailment
258,273303,110643,110643c,government,"( ( In ( drafting ( ( ( ( the ( Corporation 's ) ) ( Fiscal Year ) ) ( -LRB- ( FY -RRB- ) ) ) ( ( 1984 appropriations ) act ) ) ) ) ( , ( ( Congress ( for ( the ( first time ) ) ) ) ( ( ( replaced ( ( the ( language resident ) ) ( of ( the ( United States ) ) ) ) ) ( with ( present ( in ( the ( United States ) ) ) ) ) ) . ) ) ) )",( There ( ( was ( ( appropriations act ) ( of 1984 ) ) ) . ) ),"(ROOT (S (PP (IN In) (S (VP (VBG drafting) (NP (NP (NP (NP (DT the) (NNP Corporation) (POS 's)) (JJ Fiscal) (NN Year)) (PRN (-LRB- -LRB-) (NP (NNP FY)) (-RRB- -RRB-))) (ADJP (NP (CD 1984) (NNS appropriations)) (JJ act)))))) (, ,) (NP (NP (NNP Congress)) (PP (IN for) (NP (DT the) (JJ first) (NN time)))) (VP (VBD replaced) (NP (NP (DT the) (NN language) (NN resident)) (PP (IN of) (NP (DT the) (NNP United) (NNPS States)))) (PP (IN with) (NP (NP (NN present)) (PP (IN in) (NP (DT the) (NNP United) (NNPS States)))))) (. .)))",(ROOT (S (NP (EX There)) (VP (VBD was) (NP (NP (NNS appropriations) (NN act)) (PP (IN of) (NP (CD 1984))))) (. .))),"In drafting the Corporation's Fiscal Year (FY) 1984 appropriations act, Congress for the first time replaced the language resident of the United States with present in the United States.",There was appropriations act of 1984.,contradiction,contradiction
335,275076,103466,103466n,telephone,( i ( ( do n't ) ( know ( ( how long ) ( it ( 's ( going ( to ( last yeah ) ) ) ) ) ) ) ) ),( I ( ( ( ( 'm not ) sure ) ( ( how long ) ( this ( will last ) ) ) ) . ) ),(ROOT (S (NP (FW i)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP (WRB how) (RB long)) (S (NP (PRP it)) (VP (VBZ 's) (VP (VBG going) (PP (TO to) (NP (JJ last) (NN yeah))))))))))),(ROOT (S (NP (PRP I)) (VP (VBP 'm) (RB not) (ADJP (JJ sure)) (SBAR (WHADVP (WRB how) (RB long)) (S (NP (DT this)) (VP (MD will) (VP (VB last)))))) (. .))),i don't know how long it's going to last yeah,I'm not sure how long this will last.,neutral,neutral
195,225588,55005,55005e,government,"( ( ( ( ( ( system ; ) and ) ( -LRB- ( e -RRB- ) ) ) ( Federal law ) ) effectively ) ( coerces ( states ( to ( ( ( participate ( in ( the system ) ) ) , ) ( with ( participation ( requiring ( them ( to ( ( ( levy ( the ( state ( unemployment tax ) ) ) ) and ) ( ( deposit ( the collections ) ) ( in ( the U.S. ) ) ) ) ) ) ) ) ) ) ) ) ) )",( States ( ( are not ) ( required ( to ( to ( participate ( in ( the system ) ) ) ) ) ) ) ),"(ROOT (S (NP (NP (NN system)) (: ;) (CC and) (PRN (-LRB- -LRB-) (X (SYM e)) (-RRB- -RRB-)) (NP (JJ Federal) (NN law)) ('' effectively)) (VP (VBZ coerces) (S (NP (NNS states)) (VP (TO to) (VP (VB participate) (PP (IN in) (NP (DT the) (NN system))) (, ,) (PP (IN with) (NP (NP (NN participation)) (VP (VBG requiring) (S (NP (PRP them)) (VP (TO to) (VP (VP (VB levy) (NP (DT the) (NN state) (NN unemployment) (NN tax))) (CC and) (VP (VB deposit) (NP (DT the) (NNS collections)) (PP (IN in) (NP (DT the) (NNP U.S.))))))))))))))))",(ROOT (S (NP (NNPS States)) (VP (VBP are) (RB not) (VP (VBN required) (S (VP (TO to) (S (VP (TO to) (VP (VB participate) (PP (IN in) (NP (DT the) (NN system)))))))))))),"system; and (e) Federal law effectively coerces states to participate in the system, with participation requiring them to levy the state unemployment tax and deposit the collections in the U.S.",States are not required to to participate in the system,entailment,entailment
484,138248,63169,63169e,slate,( ( ( The distance ) ( from ( ( a ( homeless shelter ) ) ( that ( ( ( a family ) ( of four ) ) ( must ( remain ( if ( ( both parents ) ( have ( been ( unemployed ( for ( ( more ( than six ) ) days ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ),( ( Homeless shelters ) ( ( are ( very usefull ) ) . ) ),(ROOT (NP (NP (DT The) (NN distance)) (PP (IN from) (NP (NP (DT a) (JJ homeless) (NN shelter)) (SBAR (IN that) (S (NP (NP (DT a) (NN family)) (PP (IN of) (NP (CD four)))) (VP (MD must) (VP (VB remain) (SBAR (IN if) (S (NP (DT both) (NNS parents)) (VP (VBP have) (VP (VBN been) (VP (VBN unemployed) (PP (IN for) (NP (QP (JJR more) (IN than) (CD six)) (NNS days)))))))))))))) (. .))),(ROOT (S (NP (JJ Homeless) (NNS shelters)) (VP (VBP are) (ADJP (RB very) (JJ usefull))) (. .))),The distance from a homeless shelter that a family of four must remain if both parents have been unemployed for more than six days.,Homeless shelters are very usefull.,entailment,entailment
112,367846,40384,40384e,slate,( But ( it ( ( ( is not ) ( a ( transitional problem ) ) ) . ) ) ),( It ( ( is ( a ( transitional problem ) ) ) . ) ),(ROOT (S (CC But) (NP (PRP it)) (VP (VBZ is) (RB not) (NP (DT a) (JJ transitional) (NN problem))) (. .))),(ROOT (S (NP (PRP It)) (VP (VBZ is) (NP (DT a) (JJ transitional) (NN problem))) (. .))),But it is not a transitional problem.,It is a transitional problem.,entailment,entailment
309,213195,108309,108309c,slate,"( In ( ( ( either case ) , ) ( so ( what ? ) ) ) )","( ( ( ( Either way ) , ) ( not important ) ) . )","(ROOT (PP (IN In) (NP (NP (DT either) (NN case)) (, ,) (SBAR (IN so) (FRAG (SBARQ (WHNP (WP what)) (. ?)))))))","(ROOT (NP (NP (DT Either) (NN way)) (, ,) (NP (RB not) (JJ important)) (. .)))","In either case, so what?","Either way, not important.",contradiction,contradiction
297,192454,81026,81026e,fiction,( ( No ! ) ( We ( ( ( have ( other ( things ( to buy ) ) ) ) ! ) ' ) ) ),( No ( ! ( We ( ( need ( to ( ( save ( our money ) ) ( because ( we ( have ( other ( things ( to buy ) ) ) ) ) ) ) ) ) . ) ) ) ),(ROOT (S (ADVP (DT No) (NN !)) (NP (PRP We)) (VP (VBP have) (NP (JJ other) (NNS things) (S (VP (TO to) (VP (VB buy)))))) (. !) ('' '))),(ROOT (S (INTJ (UH No)) (. !) (NP (PRP We)) (VP (VBP need) (S (VP (TO to) (VP (VB save) (NP (PRP$ our) (NN money)) (SBAR (IN because) (S (NP (PRP we)) (VP (VBP have) (NP (JJ other) (NNS things) (S (VP (TO to) (VP (VB buy)))))))))))) (. .))),No! We have other things to buy!',No!  We need to save our money because we have other things to buy.,entailment,entailment
260,378350,11194,11194c,fiction,"( Well ( ( , ( ( ( ( ( ( said Mary ) , ) `` ) ( I ( expect ( he ( will ( ( be back ) ( before dinner ) ) ) ) ) ) ) . ) '' ) ) ( ( ( ( ( But ( night fell ) ) , ) and ) ( Poirot ( ( had not ) returned ) ) ) . ) ) )",( Mary ( ( understood ( that ( Poirot ( would ( be ( taking ( ( a while ) ( because ( of ( errands ( he ( had ( to do ) ) ) ) ) ) ) ) ) ) ) ) ) . ) ),"(ROOT (S (ADVP (RB Well)) (PRN (, ,) (SINV (VP (VBD said)) (NP (NNP Mary)) (, ,) (`` ``) (S (NP (PRP I)) (VP (VBP expect) (SBAR (S (NP (PRP he)) (VP (MD will) (VP (VB be) (ADVP (RB back)) (PP (IN before) (NP (NN dinner))))))))) (. .) ('' ''))) (S (CC But) (NP (NN night)) (VP (VBD fell))) (, ,) (CC and) (S (NP (NNP Poirot)) (VP (VBD had) (RB not) (VP (VBN returned)))) (. .)))",(ROOT (S (NP (NNP Mary)) (VP (VBD understood) (SBAR (IN that) (S (NP (NNP Poirot)) (VP (MD would) (VP (VB be) (VP (VBG taking) (NP (NP (DT a) (NN while)) (PP (RB because) (IN of) (NP (NP (NNS errands)) (SBAR (S (NP (PRP he)) (VP (VBD had) (S (VP (TO to) (VP (VB do)))))))))))))))) (. .))),"Well, said Mary, ""I expect he will be back before dinner."" But night fell, and Poirot had not returned. ",Mary understood that Poirot would be taking a while because of errands he had to do. ,contradiction,contradiction
240,268884,68607,68607n,government,"( ( Pine ( Tree offices ) ) ( ( are ( located ( in ( Augusta ( , ( Bangor ( , ( Lewiston ( , ( Machias ( , ( Portland ( , ( Presque ( ( Isle and ) Rockland ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )","( ( Pine ( Tree offices ) ) ( ( are ( in ( ( ( Paris ( , ( London ( , ( Nice , ) ) ) ) ) and ) Birmingham ) ) ) . ) )","(ROOT (S (NP (NNP Pine) (NNP Tree) (NNS offices)) (VP (VBP are) (VP (VBN located) (PP (IN in) (NP (NNP Augusta) (, ,) (NNP Bangor) (, ,) (NNP Lewiston) (, ,) (NNP Machias) (, ,) (NNP Portland) (, ,) (NNP Presque) (NNP Isle) (CC and) (NNP Rockland))))) (. .)))","(ROOT (S (NP (NNP Pine) (NNP Tree) (NNS offices)) (VP (VBP are) (PP (IN in) (NP (NP (NNP Paris) (, ,) (NNP London) (, ,) (NNP Nice) (, ,)) (CC and) (NP (NNP Birmingham))))) (. .)))","Pine Tree offices are located in Augusta, Bangor, Lewiston, Machias, Portland, Presque Isle and Rockland.","Pine Tree offices are in Paris, London, Nice, and Birmingham.",neutral,neutral
199,270255,98891,98891n,travel,( ( Worth ( a visit ) ) ( ( even ( if ( you ( ( ca n't ) ( afford ( the ( room rates ) ) ) ) ) ) ) ( ( is ( ( Ye ( Olde Smokehouse ) ) ( near ( the ( golf course ) ) ) ) ) . ) ) ),( You ( ( can ( visit ( Ye ( ( Olde Smokehouse ) ( even ( if ( you ( ( ca n't ) ( afford ( the rooms ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Worth)) (NP (DT a) (NN visit))) (SBAR (RB even) (IN if) (S (NP (PRP you)) (VP (MD ca) (RB n't) (VP (VB afford) (NP (DT the) (NN room) (NNS rates)))))) (VP (VBZ is) (NP (NP (NNP Ye) (NNP Olde) (NNP Smokehouse)) (PP (IN near) (NP (DT the) (NN golf) (NN course))))) (. .))),(ROOT (S (NP (PRP You)) (VP (MD can) (VP (VB visit) (S (NP (PRP Ye)) (NP (NNP Olde) (NNP Smokehouse)) (SBAR (RB even) (IN if) (S (NP (PRP you)) (VP (MD ca) (RB n't) (VP (VB afford) (NP (DT the) (NNS rooms))))))))) (. .))),Worth a visit even if you can't afford the room rates is Ye Olde Smokehouse near the golf course.,You can visit Ye Olde Smokehouse even if you can't afford the rooms.,neutral,neutral
247,104044,12693,12693n,government,"( ( ( ( ( Level ( LSC funding ) ) , ) ( ( census-related cuts ) ( in ( many ( program budgets ) ) ) ) ) , ) ( ( downturns ( in ( ( IOLTA ( and ( state ( government revenues ) ) ) ) ( ( made ( this ( past ( year one ) ) ) ) ( where ( ( ( LSC support ) ( for ( resource development ) ) ) ( was ( essential ( to ( ( the vitality ) ( of ( ( programs and ) ( state ( justice communities ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )",( ( LSC funding ) ( ( ( is not ) ( affected ( by ( reduced ( government revenues ) ) ) ) ) . ) ),"(ROOT (S (NP (NP (NNP Level) (NNP LSC) (NN funding)) (, ,) (NP (NP (JJ census-related) (NNS cuts)) (PP (IN in) (NP (JJ many) (NN program) (NNS budgets)))) (, ,)) (VP (VBZ downturns) (PP (IN in) (NP (NP (NNP IOLTA) (CC and) (NN state) (NN government) (NNS revenues)) (VP (VBN made) (NP (DT this) (JJ past) (NN year) (NN one)) (SBAR (WHADVP (WRB where)) (S (NP (NP (NNP LSC) (NN support)) (PP (IN for) (NP (NN resource) (NN development)))) (VP (VBD was) (ADJP (JJ essential) (PP (TO to) (NP (NP (DT the) (NN vitality)) (PP (IN of) (NP (NP (NNS programs)) (CC and) (NP (NN state) (NN justice) (NNS communities)))))))))))))) (. .)))",(ROOT (S (NP (NNP LSC) (NN funding)) (VP (VBZ is) (RB not) (VP (VBN affected) (PP (IN by) (NP (VBN reduced) (NN government) (NNS revenues))))) (. .))),"Level LSC funding, census-related cuts in many program budgets, downturns in IOLTA and state government revenues made this past year one where LSC support for resource development was essential to the vitality of programs and state justice communities.",LSC funding is not affected by reduced government revenues.,neutral,neutral
182,176428,43514,43514e,travel,"( ( ( ( ( ( ( The land ) ( of ( Upper Egypt ) ) ) ( sits ( in ( ( the south ) ( of ( the country ) ) ) ) ) ) , ) and ) ( it ( ( takes ( its name ) ) ( because ( it ( is ( up-river ( of ( ( ( the ( Cairo ( and ( Nile ( Delta area ) ) ) ) ) , ) ( which ( are ( known ( as ( Lower Egypt ) ) ) ) ) ) ) ) ) ) ) ) ) ) . )",( ( Upper Egypt ) ( ( is ( located ( in ( ( the north ) ( of ( the country ) ) ) ) ) ) . ) ),"(ROOT (S (S (NP (NP (DT The) (NN land)) (PP (IN of) (NP (NNP Upper) (NNP Egypt)))) (VP (VBZ sits) (PP (IN in) (NP (NP (DT the) (NN south)) (PP (IN of) (NP (DT the) (NN country))))))) (, ,) (CC and) (S (NP (PRP it)) (VP (VBZ takes) (NP (PRP$ its) (NN name)) (SBAR (IN because) (S (NP (PRP it)) (VP (VBZ is) (NP (NP (NN up-river)) (PP (IN of) (NP (NP (DT the) (NNP Cairo) (CC and) (NNP Nile) (NNP Delta) (NN area)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBP are) (VP (VBN known) (PP (IN as) (NP (NNP Lower) (NNP Egypt))))))))))))))) (. .)))",(ROOT (S (NP (NNP Upper) (NNP Egypt)) (VP (VBZ is) (VP (VBN located) (PP (IN in) (NP (NP (DT the) (NN north)) (PP (IN of) (NP (DT the) (NN country))))))) (. .))),"The land of Upper Egypt sits in the south of the country, and it takes its name because it is up-river of the Cairo and Nile Delta area, which are known as Lower Egypt.",Upper Egypt is located in the north of the country.,entailment,entailment
456,83597,46928,46928e,fiction,"( I ( ( suppose ( ( Mr. Lawrence ) ( ( ( ( wore ( that ( fine ( black beard ) ) ) ) ( in ( the ( chest upstairs ) ) ) ) , ) ( when ( he ( was ( Shah ( of Persia ) ) ) ) ) ) ) ) ? ) )",( ( ( ( Mr. ( Lawrence 's ) ) ( black beard ) ) ( in ( the chest ) ) ) ( ( is fake ) . ) ),"(ROOT (S (NP (PRP I)) (VP (VBP suppose) (SBAR (S (NP (NNP Mr.) (NNP Lawrence)) (VP (VBD wore) (NP (DT that) (JJ fine) (JJ black) (NN beard)) (PP (IN in) (NP (DT the) (NN chest) (NN upstairs))) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBD was) (NP (NP (NNP Shah)) (PP (IN of) (NP (NNP Persia))))))))))) (. ?)))",(ROOT (S (NP (NP (NP (NNP Mr.) (NNP Lawrence) (POS 's)) (JJ black) (NN beard)) (PP (IN in) (NP (DT the) (NN chest)))) (VP (VBZ is) (ADJP (JJ fake))) (. .))),"I suppose Mr. Lawrence wore that fine black beard in the chest upstairs, when he was Shah of Persia?",Mr. Lawrence's black beard in the chest is fake.,entailment,entailment
179,360565,33192,33192c,government,( ( Fatal ( ( Public and ) Private ) ) ( ( Responsibilities ( for Risk ) ) . ) ),( ( Fatal ( ( Public and ) Private ) ) ( ( Responsibilities ( for ( dangerous ( highway accidents ) ) ) ) . ) ),(ROOT (S (NP (NNP Fatal) (NNP Public) (CC and) (NNP Private)) (VP (VBZ Responsibilities) (PP (IN for) (NP (NN Risk)))) (. .))),(ROOT (S (NP (NNP Fatal) (NNP Public) (CC and) (NNP Private)) (VP (VBZ Responsibilities) (PP (IN for) (NP (JJ dangerous) (NN highway) (NNS accidents)))) (. .))),Fatal  Public and Private Responsibilities for Risk.,Fatal Public and Private Responsibilities for dangerous highway accidents.,contradiction,contradiction
89,252932,84243,84243e,travel,"( Farther ( south ( ( is ( ( ( ( the ( Sumiyoshi ( Taisha shrine ) ) ) , ) ( dedicated ( to ( ( the god ) ( of ( ( peace , ) song ) ) ) ) ) ) ( , ( and seafaring ) ) ) ) . ) ) )",( ( The ( Sumiyoshi ( Taisha shrine ) ) ) ( ( is ( ( a ( popular place ) ) ( for ( sailors ( to ( leave offerings ) ) ) ) ) ) . ) ),"(ROOT (S (NP (NNP Farther)) (ADVP (RB south)) (VP (VBZ is) (UCP (NP (NP (DT the) (NNP Sumiyoshi) (NNP Taisha) (NN shrine)) (, ,) (VP (VBN dedicated) (PP (TO to) (NP (NP (DT the) (NN god)) (PP (IN of) (NP (NP (NN peace)) (, ,) (NP (NN song)))))))) (, ,) (CC and) (ADJP (JJ seafaring)))) (. .)))",(ROOT (S (NP (DT The) (NNP Sumiyoshi) (NNP Taisha) (NN shrine)) (VP (VBZ is) (NP (NP (DT a) (JJ popular) (NN place)) (PP (IN for) (NP (NNS sailors) (S (VP (TO to) (VP (VB leave) (NP (NNS offerings))))))))) (. .))),"Farther south is the Sumiyoshi Taisha shrine, dedicated to the god of peace, song, and seafaring.",The Sumiyoshi Taisha shrine is a popular place for sailors to leave offerings.,entailment,entailment
24,3006,59374,59374n,telephone,( and ( ( like i ) ( said ( i ( ( ( do n't ) really ) ( watch ( TV ( ( too ( much any ) ) ( more uh ) ) ) ) ) ) ) ) ),( I ( ( ( watch TV ) everyday ) . ) ),(ROOT (FRAG (CC and) (NP (NP (JJ like) (NNS i)) (SBAR (S (VP (VBD said) (SBAR (S (NP (FW i)) (VP (VBP do) (RB n't) (ADVP (RB really)) (VP (VB watch) (S (NP (NNP TV)) (ADJP (ADVP (RB too) (RB much) (RB any)) (RBR more) (JJ uh))))))))))))),(ROOT (S (NP (PRP I)) (VP (VBP watch) (NP (NN TV)) (NP (NN everyday))) (. .))),and like i said  i don't really watch TV too much any more uh,I watch TV everyday.,neutral,neutral
234,389532,7169,7169e,telephone,( ( ( ( San ( Francisco station ) ) and ) ( ( a ( ( San Jose ) station ) ) ( but ( ( neither one ) ( of them ) ) ) ) ) ( was ( very ( clear ( they ( were both ) ) ) ) ) ),( ( San ( Francisco station ) ) ( ( was ( clearly marked ) ) . ) ),(ROOT (S (NP (NP (NNP San) (NNP Francisco) (NN station)) (CC and) (NP (NP (DT a) (ADJP (NNP San) (NNP Jose)) (NN station)) (PP (CC but) (NP (NP (DT neither) (NN one)) (PP (IN of) (NP (PRP them))))))) (VP (VBD was) (ADJP (RB very) (JJ clear) (SBAR (S (NP (PRP they)) (VP (VBD were) (NP (DT both))))))))),(ROOT (S (NP (NNP San) (NNP Francisco) (NN station)) (VP (VBD was) (VP (ADVP (RB clearly)) (VBN marked))) (. .))),San Francisco station and a San Jose station but neither one of them was very clear they were both,San Francisco station was clearly marked.,entailment,entailment
