,Unnamed: 0,index,promptID,pairID,genre,sentence1_binary_parse,sentence2_binary_parse,sentence1_parse,sentence2_parse,sentence1,sentence2,label1,gold_label
465,465,704,94726,94726c,telephone,( you ( ( know ( ( twenty dollars ) ( for ( tests ( and ( forty dollars ) ) ) ) ) ) ( for ( ( this and ) ( ( ( and ( you know ) ) and ) ( it ( ( creeps up ) ( on ( ( you ( you ( ( do n't ) ( know ( that ( you ( know ( ( you really ) you ) ) ) ) ) ) ) ) ( you ( ( do n't ) ( know ( what ( it ( 's ( gon ( na ( cost ( until ( it ( ( 's all ) over ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),( You ( ( know ( ( exactly ( how much ) ) ( it ( will ( cost ( throughout ( the ( whole process ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP you)) (VP (VBP know) (NP (NP (CD twenty) (NNS dollars)) (PP (IN for) (NP (NNS tests) (CC and) (NN forty) (NNS dollars)))) (PP (IN for) (NP (NP (DT this)) (CC and) (S (S (CC and) (NP (PRP you)) (VP (VBP know))) (CC and) (S (NP (PRP it)) (VP (VBZ creeps) (PRT (RP up)) (PP (IN on) (NP (NP (PRP you)) (SBAR (S (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (IN that) (S (NP (PRP you)) (VP (VBP know) (S (NP (PRP you)) (ADVP (RB really)) (NP (PRP you)))))))))) (SBAR (S (NP (PRP you)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHNP (WP what)) (S (NP (PRP it)) (VP (VBZ 's) (VP (VBG gon) (S (VP (TO na) (VP (VB cost) (SBAR (IN until) (S (NP (PRP it)) (VP (VBZ 's) (RB all) (ADJP (RP over)))))))))))))))))))))))))),(ROOT (S (NP (PRP You)) (VP (VBP know) (SBAR (WHADJP (RB exactly) (WRB how) (JJ much)) (S (NP (PRP it)) (VP (MD will) (VP (VB cost) (PP (IN throughout) (NP (DT the) (JJ whole) (NN process)))))))) (. .))),you know twenty dollars for tests and forty dollars for this and and you know and it creeps up on you you don't know that you know  you really you you don't know what it's gonna cost until it's all over,You know exactly how much it will cost throughout the whole process.,contradiction,contradiction
133,133,193,99331,99331c,government,"( ( For ( a ( screening test ) ) ) ( , ( ( high sensitivity ) ( ( is ( the ( ( most desirable ) parameter ) ) ) . ) ) ) )",( They ( ( wanted ( to ( have ( low sensitivity ) ) ) ) . ) ),"(ROOT (S (PP (IN For) (NP (DT a) (NN screening) (NN test))) (, ,) (NP (JJ high) (NN sensitivity)) (VP (VBZ is) (NP (DT the) (ADJP (RBS most) (JJ desirable)) (NN parameter))) (. .)))",(ROOT (S (NP (PRP They)) (VP (VBD wanted) (S (VP (TO to) (VP (VB have) (NP (JJ low) (NN sensitivity)))))) (. .))),"For a screening test, high sensitivity is the most desirable parameter.",They wanted to have low sensitivity. ,contradiction,contradiction
338,338,500,6794,6794n,slate,"( ' ( There ( ( ( were even ) ( days ( when ( I ( would ( ( ( wake up ) and ) ( ( ( think , ) ` ) ( ( Please God ) ( , ( let ( me die ) ) ) ) ) ) ) ) ) ) ) . ) ) )",( I ( ( had ( ( suffered ( severe depression ) ) ( during ( those days ) ) ) ) . ) ),"(ROOT (S ('' ') (NP (EX There)) (VP (VBD were) (ADVP (RB even)) (NP (NP (NNS days)) (SBAR (WHADVP (WRB when)) (S (NP (PRP I)) (VP (MD would) (VP (VP (VB wake) (PRT (RP up))) (CC and) (VP (VB think) (, ,) (`` `) (S (NP (NNP Please) (NNP God)) (, ,) (VP (VB let) (S (NP (PRP me)) (VP (VB die)))))))))))) (. .)))",(ROOT (S (NP (PRP I)) (VP (VBD had) (VP (VBN suffered) (NP (JJ severe) (NN depression)) (PP (IN during) (NP (DT those) (NNS days))))) (. .))),"' There were even days when I would wake up and think, 'Please God, let me die.",I had suffered severe depression during those days.,neutral,neutral
33,33,48,128144,128144n,fiction,( She ( ( smiled back ) . ) ),( She ( ( was ( so ( happy ( she ( ( could n't ) ( stop smiling ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP She)) (VP (VBD smiled) (ADVP (RB back))) (. .))),(ROOT (S (NP (PRP She)) (VP (VBD was) (ADJP (RB so) (JJ happy) (SBAR (S (NP (PRP she)) (VP (MD could) (RB n't) (VP (VB stop) (NP (VBG smiling)))))))) (. .))),She smiled back.,She was so happy she couldn't stop smiling.,neutral,neutral
385,385,575,5488,5488n,government,( ( Analysis ( of ( this information ) ) ) ( ( revealed ( that ( ( ( no two ) ( of ( these organizations ) ) ) ( ( defined ( ( ( the ( design ( review process ) ) ) and ) ( its ( various elements ) ) ) ) ( in ( exactly ( the ( same manner ) ) ) ) ) ) ) ) . ) ),( ( Many organizations ) ( ( have ( ( a ( ( radically different ) approach ) ) ( to ( their ( design ( review process ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (NNP Analysis)) (PP (IN of) (NP (DT this) (NN information)))) (VP (VBD revealed) (SBAR (IN that) (S (NP (NP (DT no) (CD two)) (PP (IN of) (NP (DT these) (NNS organizations)))) (VP (VBD defined) (NP (NP (DT the) (NN design) (NN review) (NN process)) (CC and) (NP (PRP$ its) (JJ various) (NNS elements))) (PP (IN in) (NP (RB exactly) (DT the) (JJ same) (NN manner))))))) (. .))),(ROOT (S (NP (JJ Many) (NNS organizations)) (VP (VBP have) (NP (NP (DT a) (ADJP (RB radically) (JJ different)) (NN approach)) (PP (TO to) (NP (PRP$ their) (NN design) (NN review) (NN process))))) (. .))),Analysis of this information revealed that no two of these organizations defined the design review process and its various elements in exactly the same manner.,Many organizations have a radically different approach to their design review process.,neutral,neutral
112,112,165,33475,33475n,slate,( History ( ( defies laws ) . ) ),( Laws ( ( are ( weak ( when ( talking ( about ( ( ( the past ) and ) ( the future ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NN History)) (VP (VBZ defies) (NP (NNS laws))) (. .))),(ROOT (S (NP (NNS Laws)) (VP (VBP are) (ADJP (JJ weak) (SBAR (WHADVP (WRB when)) (S (VP (VBG talking) (PP (IN about) (NP (NP (DT the) (NN past)) (CC and) (NP (DT the) (NN future))))))))) (. .))),History defies laws.,Laws are weak when talking about the past and the future.,neutral,neutral
259,259,379,134658,134658n,government,"( ( ( ( ( ( Age , ) Health ) , ) and ) ( the Willingness ) ) ( ( to Pay ) ( for ( Mortality ( Risk ( A Contingent ) ) ) ) ) )","( ( ( ( Age ( , ( Health , ) ) ) and ) ( the ( Willingness ( to ( Pay ( for ( Mortality ( Risk ( A Contingent ) ) ) ) ) ) ) ) ) ( ( are ( ( ( very important ) topics ) ( being ( talked ( about worldwide ) ) ) ) ) . ) )","(ROOT (FRAG (NP (NP (NNP Age)) (, ,) (NP (NNP Health)) (, ,) (CC and) (NP (DT the) (NNPS Willingness))) (PP (TO to) (NP (NNP Pay))) (PP (IN for) (NP (NNP Mortality) (NNP Risk) (NNP A) (NNP Contingent)))))","(ROOT (S (NP (NP (NNP Age) (, ,) (NNP Health) (, ,)) (CC and) (NP (DT the) (NNS Willingness) (S (VP (TO to) (VP (VB Pay) (PP (IN for) (NP (NNP Mortality) (NNP Risk) (NNP A) (NNP Contingent)))))))) (VP (VBP are) (NP (NP (ADJP (RB very) (JJ important)) (NNS topics)) (VP (VBG being) (VP (VBN talked) (PP (IN about) (ADVP (RB worldwide))))))) (. .)))","Age, Health, and the Willingness to Pay for Mortality Risk  A Contingent","Age, Health, and the Willingness to Pay for Mortality Risk A Contingent are very important topics being talked about worldwide.",neutral,neutral
72,72,106,134042,134042e,government,"( ( The ( With ( ( attorneys ( ( ( one year ) out ) ( of ( graduate school ) ) ) ) ( ( ( facing ( ( an ( average debt ) ) ( of ( just ( less ( than ( $ 90,000 ) ) ) ) ) ) ) and ) ( ( starting salaries ) ( at ( ( legal ( aid organizations ) ) ( averaging ( $ 31,000 ) ) ) ) ) ) ) ) ) ( , ( they ( ( ( could n't ) ( afford ( the job ) ) ) . ) ) ) )",( ( New attorneys ) ( ( have ( massive ( law ( school debt ) ) ) ) . ) ),"(ROOT (S (PP (X (DT The)) (IN With) (S (NP (NP (NNS attorneys)) (PP (ADVP (NP (CD one) (NN year)) (IN out)) (IN of) (NP (JJ graduate) (NN school)))) (VP (VP (VBG facing) (NP (NP (DT an) (JJ average) (NN debt)) (PP (IN of) (NP (RB just) (QP (JJR less) (IN than) ($ $) (CD 90,000)))))) (CC and) (VP (VBG starting) (NP (NNS salaries)) (PP (IN at) (NP (NP (JJ legal) (NN aid) (NNS organizations)) (VP (VBG averaging) (NP ($ $) (CD 31,000))))))))) (, ,) (NP (PRP they)) (VP (MD could) (RB n't) (VP (VB afford) (NP (DT the) (NN job)))) (. .)))",(ROOT (S (NP (NNP New) (NNS attorneys)) (VP (VBP have) (NP (JJ massive) (NN law) (NN school) (NN debt))) (. .))),"The  With attorneys one year out of graduate school facing an average debt of just less than $90,000 and starting salaries at legal aid organizations averaging $31,000, they couldn't afford the job.",New attorneys have massive law school debt.,entailment,entailment
119,119,173,3144,3144e,slate,"( ( ( ( ( Fiction ( has ( its glories ) ) ) , ) but ) ( concealment ( is ( merely squalid ) ) ) ) . )","( ( Hiding things ) ( ( ( is ( just dirty ) ) , ) ( whereas ( there ( is ( glory ( in fiction ) ) ) ) ) ) )","(ROOT (S (S (NP (NNP Fiction)) (VP (VBZ has) (NP (PRP$ its) (NNS glories)))) (, ,) (CC but) (S (NP (NN concealment)) (VP (VBZ is) (ADJP (RB merely) (JJ squalid)))) (. .)))","(ROOT (S (NP (VBG Hiding) (NNS things)) (VP (VBZ is) (ADJP (RB just) (JJ dirty)) (, ,) (SBAR (IN whereas) (S (NP (EX there)) (VP (VBZ is) (NP (NP (NN glory)) (PP (IN in) (NP (NN fiction))))))))))","Fiction has its glories, but concealment is merely squalid.","Hiding things is just dirty, whereas there is glory in fiction",entailment,entailment
311,311,463,72777,72777c,travel,"( ( ( ( ( A ( third ( Asian neighborhood ) ) ) , ) Koreatown ) , ) ( ( ( lies ( west ( of downtown ) ) ) ( along ( ( Olympic Boulevard ) ( between ( Vermont ( and ( Western avenues ) ) ) ) ) ) ) . ) )",( ( The ( Olympic Boulevard ) ) ( ( ( ( ( is ( east ( of Koreatown ) ) ) and ) so ) ( is ( Vermont ( and ( Western avenues ) ) ) ) ) . ) ),"(ROOT (S (NP (NP (DT A) (JJ third) (JJ Asian) (NN neighborhood)) (, ,) (NP (NNP Koreatown)) (, ,)) (VP (VBZ lies) (NP (NP (NN west)) (PP (IN of) (NP (NN downtown)))) (PP (IN along) (NP (NP (NNP Olympic) (NNP Boulevard)) (PP (IN between) (NP (NNP Vermont) (CC and) (NNP Western) (NNS avenues)))))) (. .)))",(ROOT (S (NP (DT The) (NNP Olympic) (NNP Boulevard)) (VP (VP (VBZ is) (ADJP (JJ east) (PP (IN of) (NP (NNP Koreatown))))) (CC and) (ADVP (RB so)) (VP (VBZ is) (NP (NNP Vermont) (CC and) (NNP Western) (NNS avenues)))) (. .))),"A third Asian neighborhood, Koreatown, lies west of downtown along Olympic Boulevard between Vermont and Western avenues.",The Olympic Boulevard is east of Koreatown and so is Vermont and Western avenues.,contradiction,contradiction
495,495,753,82428,82428c,fiction,( I ( ( ( would n't ) ( worry ( about ( my youngster ) ) ) ) . ) ),( ( Worry ( about ( my youngster ) ) ) . ),(ROOT (S (NP (PRP I)) (VP (MD would) (RB n't) (VP (VB worry) (PP (IN about) (NP (PRP$ my) (NN youngster))))) (. .))),(ROOT (NP (NP (NNP Worry)) (PP (IN about) (NP (PRP$ my) (NN youngster))) (. .))),I wouldn't worry about my youngster.,Worry about my youngster.,contradiction,contradiction
416,416,625,87284,87284n,government,"( ( His problem ) ( ( , ( ( he said ) , ) ) ( ( is ( ( the ( current ( hiring freeze ) ) ) ( imposed ( on ( all ( city agencies ) ) ) ) ) ) . ) ) )",( He ( ( had ( ( a problem ) ( finding ( ( a job ) ( because ( of ( the ( hiring freeze ) ) ) ) ) ) ) ) . ) ),"(ROOT (S (NP (PRP$ His) (NN problem)) (PRN (, ,) (S (NP (PRP he)) (VP (VBD said))) (, ,)) (VP (VBZ is) (NP (NP (DT the) (JJ current) (VBG hiring) (NN freeze)) (VP (VBN imposed) (PP (IN on) (NP (DT all) (NN city) (NNS agencies)))))) (. .)))",(ROOT (S (NP (PRP He)) (VP (VBD had) (NP (NP (DT a) (NN problem)) (VP (VBG finding) (NP (NP (DT a) (NN job)) (PP (RB because) (IN of) (NP (DT the) (NN hiring) (NN freeze))))))) (. .))),"His problem, he said, is the current hiring freeze imposed on all city agencies.",He had a problem finding a job because of the hiring freeze.,neutral,neutral
160,160,234,61149,61149n,slate,"( ( After ( its ( early failure ) ) ) ( , ( Hubble ( now ( ( ( provides ( vital clues ) ) ( to ( the universe ) ) ) . ) ) ) ) )",( Hubble ( ( ( failed ( earlier becuase ) ) ( they ( ( were n't ) ( making ( enough discoveries ) ) ) ) ) . ) ),"(ROOT (S (PP (IN After) (NP (PRP$ its) (JJ early) (NN failure))) (, ,) (NP (NNP Hubble)) (ADVP (RB now)) (VP (VBZ provides) (NP (JJ vital) (NNS clues)) (PP (TO to) (NP (DT the) (NN universe)))) (. .)))",(ROOT (S (NP (NNP Hubble)) (VP (VBD failed) (NP (JJR earlier) (NN becuase)) (SBAR (S (NP (PRP they)) (VP (VBD were) (RB n't) (VP (VBG making) (NP (JJ enough) (NNS discoveries))))))) (. .))),"After its early failure, Hubble now provides vital clues to the universe.",Hubble failed earlier becuase they weren't making enough discoveries.,neutral,neutral
390,390,587,91215,91215c,telephone,( yeah ( because ( ( everybody else ) ( is growing ) ) ) ),"( yes ( , ( everybody ( else ( ( is never ) growing ) ) ) ) )",(ROOT (S (VP (VB yeah) (SBAR (IN because) (S (NP (NN everybody) (RB else)) (VP (VBZ is) (ADJP (VBG growing)))))))),"(ROOT (S (INTJ (UH yes)) (, ,) (NP (NN everybody)) (ADVP (RB else)) (VP (VBZ is) (ADVP (RB never)) (VP (VBG growing)))))",yeah because everybody else is growing,"yes, everybody else is never growing",contradiction,contradiction
106,106,154,3807,3807e,telephone,( ( ( ( ( uh ( it 's ) ) but ) ( then ( there ( ( 's so ) ( ( many people ) ( you ( get ( so ( ( many ( different opinions ) ) ( like ( ( ( well ( you ( ( should n't ) ( have ( well ( i ( ( should n't ) ( have ( to ( have ( to ( do this ) ) ) ) ) ) ) ) ) ) ) ) or ) ( i ( ( should n't ) ( have ( to ( do that ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) and ) ( ( all ( this ( other ( stuff i ) ) ) ) ( ( do n't ) ( want ( to ( get ( involved and ) ) ) ) ) ) ),( Opinions ( ( tend ( to vary ) ) . ) ),(ROOT (S (S (INTJ (UH uh)) (NP (PRP it)) (VP (VBZ 's))) (CC but) (S (ADVP (RB then)) (NP (EX there)) (VP (VBZ 's) (ADVP (RB so)) (NP (NP (JJ many) (NNS people)) (SBAR (S (NP (PRP you)) (VP (VBP get) (SBAR (IN so) (S (NP (JJ many) (JJ different) (NNS opinions)) (VP (VBP like) (SBAR (S (S (ADVP (RB well)) (NP (PRP you)) (VP (MD should) (RB n't) (VP (VB have) (S (ADVP (RB well)) (NP (FW i)) (VP (MD should) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB have) (S (VP (TO to) (VP (VB do) (NP (DT this)))))))))))))) (CC or) (S (NP (FW i)) (VP (MD should) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB do) (NP (DT that))))))))))))))))))) (CC and) (S (NP (PDT all) (DT this) (JJ other) (NN stuff) (NNS i)) (VP (VBP do) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB get) (VP (VBN involved) (ADVP (CC and))))))))))),(ROOT (S (NP (NNS Opinions)) (VP (VBP tend) (S (VP (TO to) (VP (VB vary))))) (. .))),uh it's but then there's so many people you get so many different opinions like well you shouldn't have well i shouldn't have to have to do this or i shouldn't have to do that and all this other stuff i don't want to get involved and,Opinions tend to vary.,entailment,entailment
400,400,601,85148,85148n,slate,"( When ( ( ( the ( American diplomat ) ) ( who ( supervises ( ( the ( international peace ) ) ( monitors ( in Kosovo ) ) ) ) ) ) ( accused ( ( Serb police ) ( of ( ( ( the massacre ) , ) ( the ( Yugoslav ( -LRB- i.e. ) ) ) ) ) ) ) ) )",( ( The ( American diplomat ) ) ( ( is ( extremely ( happy ( with ( his ( ( job and ) accomplishments ) ) ) ) ) ) . ) ),"(ROOT (SBAR (WHADVP (WRB When)) (S (NP (NP (DT the) (JJ American) (NN diplomat)) (SBAR (WHNP (WP who)) (S (VP (VBZ supervises) (SBAR (S (NP (DT the) (JJ international) (NN peace)) (VP (VBZ monitors) (PP (IN in) (NP (NNP Kosovo)))))))))) (VP (VBD accused) (NP (NP (NNP Serb) (NNS police)) (PP (IN of) (NP (NP (DT the) (NN massacre)) (, ,) (NP (NP (DT the)) (NP (NNP Yugoslav) (-LRB- -LRB-) (NNP i.e.))))))))))",(ROOT (S (NP (DT The) (JJ American) (NN diplomat)) (VP (VBZ is) (ADJP (RB extremely) (JJ happy) (PP (IN with) (NP (PRP$ his) (NN job) (CC and) (NNS accomplishments))))) (. .))),"When the American diplomat who supervises the international peace monitors in Kosovo accused Serb police of the massacre, the Yugoslav (i.e.",The American diplomat is extremely happy with his job and accomplishments.,neutral,neutral
92,92,132,30868,30868n,government,( Theoretically ( ( ( scale economies ) ( in delivery ) ) ( ( ( are not ) ( firm specific ) ) . ) ) ),( ( Scale economies ) ( ( are flexible ) . ) ),(ROOT (S (ADVP (RB Theoretically)) (NP (NP (NN scale) (NNS economies)) (PP (IN in) (NP (NN delivery)))) (VP (VBP are) (RB not) (ADJP (NN firm) (JJ specific))) (. .))),(ROOT (S (NP (NNP Scale) (NNS economies)) (VP (VBP are) (ADJP (JJ flexible))) (. .))),Theoretically scale economies in delivery are not firm specific.,Scale economies are flexible.,neutral,neutral
188,188,278,120549,120549c,government,( There ( ( ( ( are nonetheless ) ( ( a number ) ( of ( practices ( and ( alternative strategies ) ) ) ) ) ) ( that ( ( ( senior executives ) ( in ( leading organizations ) ) ) ( use ( to ( help ( ( ( ( define and ) institute ) ( their ( CIO positions ) ) ) ( to ( effectively ( meet ( business needs ) ) ) ) ) ) ) ) ) ) ) . ) ),( There ( ( are ( ( no ( ( practices and ) strategies ) ) ( that ( can ( help ( ( CIO positions ) ( to ( ( meet ( business needs ) ) ( at ( the moment ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (ADVP (RB nonetheless)) (NP (NP (DT a) (NN number)) (PP (IN of) (NP (NNS practices) (CC and) (NN alternative) (NNS strategies)))) (SBAR (IN that) (S (NP (NP (JJ senior) (NNS executives)) (PP (IN in) (NP (VBG leading) (NNS organizations)))) (VP (VBP use) (S (VP (TO to) (VP (VB help) (VP (VB define) (CC and) (VB institute) (NP (PRP$ their) (NNP CIO) (NNS positions)) (S (VP (TO to) (VP (ADVP (RB effectively)) (VB meet) (NP (NN business) (NNS needs))))))))))))) (. .))),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (DT no) (NNS practices) (CC and) (NNS strategies)) (SBAR (WHNP (WDT that)) (S (VP (MD can) (VP (VB help) (S (NP (NNP CIO) (NNS positions)) (VP (TO to) (VP (VB meet) (NP (NN business) (NNS needs)) (PP (IN at) (NP (DT the) (NN moment)))))))))))) (. .))),There are nonetheless a number of practices and alternative strategies that senior executives in leading organizations use to help define and institute their CIO positions to effectively meet business needs.,There are no practices and strategies that can help CIO positions to meet business needs at the moment.,contradiction,contradiction
388,388,584,87137,87137c,slate,"( ( A ( Utility Maximizer ) ) ( ( wants ( to ( acquire ( ( ( ( ( ( many things ) , ) ( including cash ) ) , ) ( but also ) ) ( ( such things ) ( as ( trips ( to ( ( ( the beach ) , ) ( time ( to ( ( ( ( watch ( ( ( TV , ) ( adorable grandkids ) ) , ) ) and ) ( -LRB- ( probably ( ( most ( important ( in ( this case ) ) ) ) -RRB- ) ) ) ) ( professional prestige ) ) ) ) ) ) ) ) ) ) ) ) ) . ) )",( ( Someone ( who ( ( does not ) ( want ( to ( acquire ( many things ) ) ) ) ) ) ) ( ( is ( a ( Utility Maximizer ) ) ) . ) ),"(ROOT (S (NP (DT A) (NNP Utility) (NNP Maximizer)) (VP (VBZ wants) (S (VP (TO to) (VP (VB acquire) (NP (NP (NP (JJ many) (NNS things)) (, ,) (PP (VBG including) (NP (NN cash)))) (, ,) (CONJP (CC but) (RB also)) (NP (NP (JJ such) (NNS things)) (PP (IN as) (NP (NP (NNS trips)) (PP (TO to) (NP (NP (DT the) (NN beach)) (, ,) (NP (NN time) (S (VP (TO to) (VP (VP (VB watch) (NP (NP (NN TV)) (, ,) (NP (JJ adorable) (NNS grandkids)) (, ,))) (CC and) (PRN (-LRB- -LRB-) (ADVP (RB probably)) (ADJP (RBS most) (JJ important) (PP (IN in) (NP (DT this) (NN case)))) (-RRB- -RRB-)) (VP (VB professional) (NP (NN prestige))))))))))))))))) (. .)))",(ROOT (S (NP (NP (NN Someone)) (SBAR (WHNP (WP who)) (S (VP (VBZ does) (RB not) (VP (VB want) (S (VP (TO to) (VP (VB acquire) (NP (JJ many) (NNS things)))))))))) (VP (VBZ is) (NP (DT a) (NNP Utility) (NNP Maximizer))) (. .))),"A Utility Maximizer wants to acquire many things, including cash, but also such things as trips to the beach, time to watch TV, adorable grandkids, and (probably most important in this case) professional prestige.",Someone who does not want to acquire many things is a Utility Maximizer.,contradiction,contradiction
437,437,659,6284,6284c,slate,"( ( ( ( ( There ( are ( ( ( some ( smart people ) ) ( -- ( ( most ( notably ( ( Harvard 's ) ( Jeffrey Sachs ) ) ) ) -- ) ) ) ( who ( believe that ) ) ) ) ) , ) but ) ( ( my view ) ( is ( ( ( ( that ( ( Asian economies ) ( had ( ( gone seriously ) ( off ( ( the rails ) ( well ( before ( last summer ) ) ) ) ) ) ) ) ) , ) and ) ( that ( ( ( some kind ) ( of ( unpleasant comeuppance ) ) ) ( was inevitable ) ) ) ) ) ) ) . )",( I ( ( think ( ( Asian economies ) ( are ( doing great ) ) ) ) . ) ),"(ROOT (S (S (NP (EX There)) (VP (VBP are) (NP (NP (DT some) (JJ smart) (NNS people)) (PRN (: --) (NP (NP (JJS most)) (NP (ADVP (RB notably)) (NP (NP (NNP Harvard) (POS 's)) (NNP Jeffrey) (NNP Sachs)))) (: --)) (SBAR (WHNP (WP who)) (S (VP (VBP believe) (NP (DT that)))))))) (, ,) (CC but) (S (NP (PRP$ my) (NN view)) (VP (VBZ is) (SBAR (SBAR (IN that) (S (NP (JJ Asian) (NNS economies)) (VP (VBD had) (VP (VBN gone) (ADVP (RB seriously)) (PP (IN off) (NP (NP (DT the) (NNS rails)) (ADVP (RB well) (PP (IN before) (NP (JJ last) (NN summer)))))))))) (, ,) (CC and) (SBAR (IN that) (S (NP (NP (DT some) (NN kind)) (PP (IN of) (NP (JJ unpleasant) (NN comeuppance)))) (VP (VBD was) (ADJP (JJ inevitable)))))))) (. .)))",(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (JJ Asian) (NNS economies)) (VP (VBP are) (VP (VBG doing) (ADJP (JJ great))))))) (. .))),"There are some smart people--most notably Harvard's Jeffrey Sachs--who believe that, but my view is that Asian economies had gone seriously off the rails well before last summer, and that some kind of unpleasant comeuppance was inevitable.",I think Asian economies are doing great.,contradiction,contradiction
462,462,698,135343,135343c,slate,( ( The AIB ) ( ( delivers ( ( real-time information ) ( in ( the banner ) ) ) ) . ) ),( ( The banner ) ( ( ( does not ) ( ( include information ) ( from AIB ) ) ) . ) ),(ROOT (S (NP (DT The) (NNP AIB)) (VP (VBZ delivers) (NP (NP (JJ real-time) (NN information)) (PP (IN in) (NP (DT the) (NN banner))))) (. .))),(ROOT (S (NP (DT The) (NN banner)) (VP (VBZ does) (RB not) (VP (VB include) (NP (NN information)) (PP (IN from) (NP (NNP AIB))))) (. .))),The AIB delivers real-time information in the banner.,The banner does not include information from AIB.,contradiction,contradiction
7,7,12,32819,32819n,slate,( It ( ( ( ( 's not ) ( that ( ( ( the questions ) ( they asked ) ) ( ( were n't ) ( ( interesting or ) legitimate ) ) ) ) ) ( -LRB- ( ( though ( most ( ( did fall ) ( under ( ( ( the category ) ( of already ) ) ( ( asked and ) answered ) ) ) ) ) ) -RRB- ) ) ) . ) ),( ( All ( of ( the questions ) ) ) ( ( ( were interesting ) ( according ( to ( ( a ( focus group ) ) ( consulted ( on ( the subject ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (VBZ 's) (RB not) (SBAR (IN that) (S (NP (NP (DT the) (NNS questions)) (SBAR (S (NP (PRP they)) (VP (VBD asked))))) (VP (VBD were) (RB n't) (ADJP (JJ interesting) (CC or) (JJ legitimate))))) (PRN (-LRB- -LRB-) (SBAR (IN though) (S (NP (JJS most)) (VP (VBD did) (NP (NN fall)) (PP (IN under) (NP (NP (DT the) (NN category)) (PP (IN of) (ADVP (RB already))) (VP (VBN asked) (CC and) (VBN answered))))))) (-RRB- -RRB-))) (. .))),(ROOT (S (NP (NP (DT All)) (PP (IN of) (NP (DT the) (NNS questions)))) (VP (VBD were) (ADJP (JJ interesting)) (PP (VBG according) (PP (TO to) (NP (NP (DT a) (NN focus) (NN group)) (VP (VBN consulted) (PP (IN on) (NP (DT the) (NN subject)))))))) (. .))),It's not that the questions they asked weren't interesting or legitimate (though most did fall under the category of already asked and answered).,All of the questions were interesting according to a focus group consulted on the subject.,neutral,neutral
